customer_id,signup_date,country,device,acquisition_channel,plan,gross_mrr,discount_rate,net_mrr,monthly_sessions,support_tickets_last_90d,nps_score,is_churned,churn_date
C01046,2025-01-22,India,Mobile,Referral,Basic,99.0,0.035,95.54,26,1,6,1,2025-06-02
C01047,2024-10-05,Brazil,Desktop,Paid Social,Standard,179.0,0.099,161.28,16,0,8,0,
C01048,2025-01-17,India,Desktop,Paid Search,Standard,179.0,0.035,172.74,6,2,6,1,2025-06-24
C01049,2025-12-31,South Africa,Mobile,Organic,Basic,99.0,0.08,91.08,13,1,5,1,2026-12-25
C01050,2024-02-28,South Africa,Mobile,Organic,Standard,179.0,0.067,167.01,15,1,6,0,
C01051,2026-01-28,South Africa,Mobile,Partner,Premium,299.0,0.172,247.57,19,2,7,1,2027-01-04
C01052,2024-12-08,India,Desktop,Referral,Standard,179.0,0.014,176.49,13,0,7,0,
C01053,2025-08-11,Nigeria,Desktop,Partner,Premium,299.0,0.192,241.59,20,0,6,0,
C01054,2024-11-19,Kenya,Mobile,Referral,Standard,179.0,0.018,175.78,26,1,6,1,2024-12-08
C01055,2024-08-24,Nigeria,Mobile,Organic,Basic,99.0,0.059,93.16,32,0,6,0,
C01056,2025-08-10,South Africa,Mobile,Referral,Basic,99.0,0.097,89.4,4,0,5,1,2025-09-02
C01057,2025-06-08,Nigeria,Desktop,Paid Search,Standard,179.0,0.092,162.53,11,1,5,1,2026-03-06
C01058,2024-04-19,South Africa,Desktop,Referral,Premium,299.0,0.003,298.1,18,1,5,1,2024-06-19
C01059,2025-06-21,United Kingdom,Mobile,Organic,Standard,179.0,0.027,174.17,27,1,7,1,2025-08-15
C01060,2025-07-27,Germany,Mobile,Organic,Basic,99.0,0.016,97.42,16,2,7,1,2026-07-19
C01061,2024-10-22,United Kingdom,Mobile,Paid Social,Standard,179.0,0.166,149.29,15,1,9,1,2025-11-06
C01062,2025-12-06,South Africa,Mobile,Referral,Basic,99.0,0.024,96.62,24,2,9,0,
C01063,2025-05-03,India,Desktop,Paid Social,Standard,179.0,0.234,137.11,29,2,10,0,
C01064,2024-09-11,Germany,Mobile,Organic,Standard,179.0,0.062,167.9,21,0,8,0,
C01065,2024-01-09,South Africa,Desktop,Organic,Standard,179.0,0.056,168.98,14,3,7,0,
C01066,2025-05-29,South Africa,Mobile,Partner,Premium,299.0,0.087,272.99,26,1,6,0,
C01067,2024-06-08,United Kingdom,Mobile,Paid Search,Standard,179.0,0.122,157.16,19,2,9,0,
C01068,2025-07-30,South Africa,Mobile,Paid Search,Standard,179.0,0.039,172.02,19,1,5,1,2025-11-05
C01069,2025-02-04,South Africa,Mobile,Paid Search,Standard,179.0,0.244,135.32,17,4,2,1,2025-09-16
C01070,2024-12-21,South Africa,Mobile,Paid Search,Premium,299.0,0.182,244.58,31,1,10,0,
C01071,2024-05-04,South Africa,Desktop,Paid Search,Premium,299.0,0.067,278.97,26,0,5,0,
C01072,2025-06-26,Kenya,Mobile,Paid Search,Basic,99.0,0.093,89.79,26,1,7,1,2026-01-08
C01073,2024-05-06,Nigeria,Mobile,Referral,Standard,179.0,0.055,169.16,32,1,4,1,2025-04-22
C01074,2024-11-14,South Africa,Mobile,Referral,Basic,99.0,0.075,91.58,22,1,9,0,
C01075,2025-09-29,Germany,Mobile,Partner,Premium,299.0,0.231,229.93,20,3,7,1,2026-04-05
C01076,2025-12-02,South Africa,Desktop,Paid Search,Standard,179.0,0.08,164.68,29,0,8,0,
C01077,2026-01-23,South Africa,Desktop,Paid Search,Basic,99.0,0.118,87.32,22,0,9,0,
C01078,2025-12-31,South Africa,Mobile,Paid Social,Basic,99.0,0.148,84.35,39,0,7,0,
C01079,2025-02-27,India,Desktop,Referral,Basic,99.0,0.1,89.1,20,2,10,0,
C01080,2024-06-01,Brazil,Desktop,Paid Search,Standard,179.0,0.126,156.45,27,2,7,1,2025-09-15
C01081,2025-10-01,Kenya,Tablet,Paid Social,Basic,99.0,0.026,96.43,20,0,6,0,
C01082,2025-09-02,South Africa,Mobile,Paid Social,Basic,99.0,0.042,94.84,17,0,7,0,
C01083,2026-01-24,South Africa,Mobile,Paid Social,Premium,299.0,0.1,269.1,22,0,7,0,
C01084,2025-05-11,South Africa,Mobile,Paid Social,Standard,179.0,0.229,138.01,23,1,5,1,2025-12-06
C01085,2024-04-17,India,Desktop,Organic,Basic,99.0,0.096,89.5,22,1,3,1,2024-10-05
C01086,2025-01-18,South Africa,Desktop,Paid Search,Basic,99.0,0.062,92.86,27,2,7,1,2025-05-25
C01087,2024-12-07,Brazil,Mobile,Paid Social,Premium,299.0,0.186,243.39,26,1,5,0,
C01088,2025-10-04,Nigeria,Mobile,Organic,Standard,179.0,0.095,162.0,17,0,3,0,
C01089,2024-10-26,Kenya,Desktop,Referral,Standard,179.0,0.088,163.25,18,0,7,0,
C01090,2024-09-07,India,Desktop,Paid Social,Basic,99.0,0.002,98.8,7,1,6,0,
C01091,2024-03-01,South Africa,Mobile,Organic,Basic,99.0,0.008,98.21,31,0,6,0,
C01092,2025-09-28,India,Desktop,Referral,Basic,99.0,0.016,97.42,14,1,0,1,2026-01-26
C01093,2025-07-29,South Africa,Mobile,Paid Social,Standard,179.0,0.168,148.93,29,1,6,0,
C01094,2024-02-01,India,Mobile,Paid Social,Basic,99.0,0.069,92.17,20,0,6,1,2024-06-24
C01095,2024-11-26,Kenya,Mobile,Paid Search,Basic,99.0,0.001,98.9,20,2,5,1,2025-02-14
C01096,2024-12-31,South Africa,Desktop,Referral,Standard,179.0,0.021,175.24,20,0,7,1,2025-10-26
C01097,2024-12-23,India,Tablet,Paid Search,Premium,299.0,0.176,246.38,18,1,8,1,2026-03-25
C01098,2025-12-01,South Africa,Mobile,Paid Search,Standard,179.0,0.098,161.46,13,1,7,1,2027-03-22
C01099,2024-04-24,South Africa,Mobile,Organic,Standard,179.0,0.063,167.72,35,0,9,0,
C01100,2024-08-21,India,Mobile,Paid Social,Standard,179.0,0.116,158.24,22,4,7,1,2025-02-11
C01101,2024-05-17,Kenya,Mobile,Paid Social,Basic,99.0,0.188,80.39,27,2,4,1,2024-08-10
C01102,2024-07-04,USA,Mobile,Paid Search,Basic,99.0,0.03,96.03,29,4,6,1,2024-12-15
C01103,2025-11-22,United Kingdom,Mobile,Paid Search,Standard,179.0,0.173,148.03,18,0,9,0,
C01104,2025-12-17,United Kingdom,Mobile,Referral,Basic,99.0,0.019,97.12,21,1,6,0,
C01105,2024-02-04,South Africa,Mobile,Paid Social,Standard,179.0,0.093,162.35,21,4,4,1,2024-03-16
C01106,2025-04-26,South Africa,Mobile,Organic,Premium,299.0,0.007,296.91,15,2,7,1,2026-01-19
C01107,2024-06-26,Brazil,Desktop,Partner,Premium,299.0,0.224,232.02,23,0,5,0,
C01108,2024-05-26,South Africa,Mobile,Paid Social,Basic,99.0,0.079,91.18,23,0,5,0,
C01109,2024-08-10,Kenya,Mobile,Partner,Basic,99.0,0.008,98.21,14,0,6,0,
C01110,2024-05-28,South Africa,Desktop,Partner,Basic,99.0,0.077,91.38,15,2,8,0,
C01111,2025-01-08,South Africa,Mobile,Referral,Basic,99.0,0.018,97.22,17,1,8,0,
C01112,2026-01-28,Nigeria,Mobile,Paid Social,Basic,99.0,0.137,85.44,35,0,9,0,
C01113,2025-03-22,India,Mobile,Paid Social,Basic,99.0,0.23,76.23,3,0,4,1,2026-04-30
C01114,2025-07-05,India,Mobile,Organic,Standard,179.0,0.036,172.56,25,1,5,0,
C01115,2025-01-10,India,Mobile,Paid Search,Standard,179.0,0.076,165.4,19,4,6,1,2025-02-03
C01116,2024-01-11,South Africa,Mobile,Referral,Premium,299.0,0.014,294.81,19,1,6,0,
C01117,2024-03-05,Kenya,Mobile,Paid Search,Basic,99.0,0.009,98.11,16,0,5,1,2025-02-09
C01118,2024-07-23,South Africa,Mobile,Referral,Basic,99.0,0.063,92.76,23,1,3,1,2025-08-17
C01119,2024-07-04,Germany,Mobile,Organic,Basic,99.0,0.003,98.7,24,0,8,0,
C01120,2025-10-02,South Africa,Mobile,Paid Search,Basic,99.0,0.235,75.74,19,0,10,0,
C01121,2025-10-04,Nigeria,Mobile,Paid Search,Basic,99.0,0.217,77.52,27,0,4,1,2026-01-05
C01122,2025-10-12,South Africa,Mobile,Paid Search,Premium,299.0,0.054,282.85,34,1,9,0,
C01123,2025-04-30,India,Desktop,Organic,Basic,99.0,0.051,93.95,25,2,6,1,2025-07-21
C01124,2025-02-27,India,Mobile,Organic,Basic,99.0,0.008,98.21,14,1,3,1,2025-04-08
C01125,2025-05-09,USA,Mobile,Referral,Standard,179.0,0.082,164.32,25,1,6,0,
C01126,2024-11-05,South Africa,Mobile,Paid Search,Standard,179.0,0.119,157.7,25,0,4,1,2025-03-29
C01127,2025-05-25,Brazil,Mobile,Organic,Standard,179.0,0.054,169.33,14,1,7,0,
C01128,2025-08-04,South Africa,Desktop,Organic,Basic,99.0,0.064,92.66,5,1,8,0,
C01129,2025-04-12,South Africa,Mobile,Paid Search,Premium,299.0,0.02,293.02,8,1,9,1,2026-01-20
C01130,2024-02-14,South Africa,Mobile,Organic,Basic,99.0,0.049,94.15,19,2,3,1,2024-10-11
C01131,2025-07-06,South Africa,Desktop,Paid Social,Basic,99.0,0.053,93.75,20,0,5,1,2026-09-06
C01132,2024-10-06,Nigeria,Desktop,Referral,Standard,179.0,0.035,172.74,12,2,6,0,
C01133,2025-07-20,South Africa,Desktop,Organic,Premium,299.0,0.086,273.29,32,1,4,1,2025-09-12
C01134,2025-02-15,South Africa,Mobile,Paid Social,Basic,99.0,0.027,96.33,19,2,6,1,2025-09-27
C01135,2025-11-02,United Kingdom,Mobile,Organic,Standard,179.0,0.071,166.29,32,2,7,0,
C01136,2024-09-14,India,Desktop,Organic,Basic,99.0,0.009,98.11,21,0,3,1,2025-06-27
C01137,2025-12-10,Germany,Mobile,Referral,Basic,99.0,0.099,89.2,9,2,6,1,2026-12-30
C01138,2025-10-05,Nigeria,Mobile,Paid Search,Basic,99.0,0.142,84.94,22,1,5,0,
C01139,2024-09-09,South Africa,Desktop,Referral,Standard,179.0,0.044,171.12,26,0,7,0,
C01140,2025-01-02,India,Mobile,Organic,Basic,99.0,0.052,93.85,14,2,8,1,2025-06-25
C01141,2025-02-08,South Africa,Mobile,Organic,Standard,179.0,0.06,168.26,9,0,8,0,
C01142,2025-08-08,South Africa,Mobile,Paid Search,Basic,99.0,0.128,86.33,19,1,8,0,
C01143,2025-06-09,South Africa,Mobile,Paid Search,Premium,299.0,0.157,252.06,16,0,5,1,2026-03-01
C01144,2025-10-11,United Kingdom,Mobile,Partner,Premium,299.0,0.035,288.53,33,1,7,0,
C01145,2024-10-08,South Africa,Desktop,Organic,Basic,99.0,0.053,93.75,15,1,8,0,
C01146,2025-01-19,United Kingdom,Mobile,Referral,Basic,99.0,0.015,97.52,32,0,8,0,
C01147,2024-11-24,South Africa,Mobile,Referral,Basic,99.0,0.092,89.89,1,1,7,0,
C01148,2025-11-24,Kenya,Mobile,Paid Search,Premium,299.0,0.221,232.92,25,3,7,0,
C01149,2024-08-20,Kenya,Mobile,Organic,Basic,99.0,0.063,92.76,29,0,5,0,
C01150,2025-03-23,South Africa,Mobile,Paid Search,Standard,179.0,0.05,170.05,14,1,6,0,
C01151,2024-04-01,South Africa,Desktop,Organic,Basic,99.0,0.015,97.52,17,2,8,0,
C01152,2025-10-09,United Kingdom,Mobile,Referral,Standard,179.0,0.002,178.64,18,0,9,0,
C01153,2024-10-19,Nigeria,Mobile,Paid Search,Standard,179.0,0.169,148.75,16,1,7,0,
C01154,2024-09-16,South Africa,Tablet,Partner,Standard,179.0,0.029,173.81,23,0,10,0,
C01155,2025-03-20,United Kingdom,Mobile,Paid Social,Premium,299.0,0.224,232.02,14,2,7,1,2026-04-16
C01156,2025-01-15,South Africa,Desktop,Paid Search,Basic,99.0,0.04,95.04,17,0,5,1,2026-05-30
C01157,2025-10-08,South Africa,Mobile,Paid Social,Premium,299.0,0.043,286.14,28,3,4,0,
C01158,2025-02-08,South Africa,Mobile,Paid Search,Basic,99.0,0.225,76.73,16,4,8,1,2026-03-11
C01159,2025-01-28,Kenya,Desktop,Referral,Standard,179.0,0.006,177.93,13,0,9,0,
C01160,2024-03-20,South Africa,Mobile,Organic,Premium,299.0,0.063,280.16,32,1,10,0,
C01161,2024-01-17,Germany,Mobile,Partner,Standard,179.0,0.138,154.3,27,0,10,0,
C01162,2024-10-30,South Africa,Mobile,Referral,Standard,179.0,0.056,168.98,13,1,5,0,
C01163,2026-01-30,India,Desktop,Referral,Basic,99.0,0.025,96.52,8,2,5,0,
C01164,2025-11-30,South Africa,Mobile,Paid Search,Basic,99.0,0.189,80.29,10,0,1,1,2025-12-29
C01165,2025-04-24,United Kingdom,Mobile,Referral,Basic,99.0,0.008,98.21,22,1,9,0,
C01166,2025-04-25,India,Desktop,Organic,Standard,179.0,0.063,167.72,23,4,6,1,2025-06-02
C01167,2024-10-25,South Africa,Desktop,Referral,Standard,179.0,0.012,176.85,27,0,7,0,
C01168,2024-05-15,South Africa,Mobile,Organic,Basic,99.0,0.065,92.57,15,1,5,0,
C01169,2024-01-07,Nigeria,Mobile,Organic,Basic,99.0,0.042,94.84,11,1,7,0,
C01170,2024-09-15,Brazil,Mobile,Paid Search,Basic,99.0,0.101,89.0,25,0,8,0,
C01171,2024-08-29,Brazil,Mobile,Organic,Basic,99.0,0.005,98.5,14,3,7,1,2024-11-14
C01172,2024-05-26,South Africa,Mobile,Paid Search,Basic,99.0,0.144,84.74,19,1,6,1,2025-10-21
C01173,2024-07-16,India,Mobile,Referral,Premium,299.0,0.014,294.81,12,2,7,1,2025-06-23
C01174,2024-01-19,South Africa,Mobile,Organic,Standard,179.0,0.068,166.83,16,0,7,0,
C01175,2025-04-08,South Africa,Mobile,Paid Social,Basic,99.0,0.102,88.9,26,0,9,0,
C01176,2025-12-07,United Kingdom,Desktop,Organic,Standard,179.0,0.007,177.75,15,1,7,1,2027-03-29
C01177,2025-06-10,Kenya,Mobile,Referral,Premium,299.0,0.071,277.77,31,2,4,1,2026-01-04
C01178,2024-12-07,Nigeria,Tablet,Referral,Basic,99.0,0.006,98.41,0,2,8,1,2025-03-18
C01179,2024-11-16,India,Desktop,Paid Search,Basic,99.0,0.027,96.33,14,1,9,0,
C01180,2024-08-22,South Africa,Mobile,Paid Social,Basic,99.0,0.078,91.28,17,2,7,1,2025-12-30
C01181,2025-04-01,United Kingdom,Tablet,Referral,Basic,99.0,0.081,90.98,32,1,6,1,2026-08-21
C01182,2025-03-07,South Africa,Desktop,Referral,Standard,179.0,0.085,163.78,12,0,10,0,
C01183,2024-01-06,South Africa,Mobile,Paid Search,Premium,299.0,0.243,226.34,29,0,3,1,2025-04-04
C01184,2024-11-12,South Africa,Desktop,Paid Search,Basic,99.0,0.146,84.55,26,4,7,1,2025-07-10
C01185,2024-07-30,Brazil,Mobile,Referral,Standard,179.0,0.077,165.22,15,1,5,1,2024-11-12
C01186,2024-05-09,Kenya,Desktop,Organic,Basic,99.0,0.014,97.61,15,0,9,0,
C01187,2025-06-19,South Africa,Mobile,Referral,Standard,179.0,0.072,166.11,22,2,7,0,
C01188,2025-02-04,United Kingdom,Mobile,Organic,Standard,179.0,0.01,177.21,9,5,3,1,2025-10-11
C01189,2025-04-27,Brazil,Mobile,Referral,Basic,99.0,0.091,89.99,14,1,6,0,
C01190,2025-06-27,USA,Tablet,Organic,Basic,99.0,0.064,92.66,28,1,8,1,2026-11-01
C01191,2026-01-18,Nigeria,Mobile,Organic,Standard,179.0,0.049,170.23,25,0,7,0,
C01192,2025-09-03,South Africa,Mobile,Partner,Premium,299.0,0.135,258.64,23,0,6,0,
C01193,2025-04-17,Nigeria,Mobile,Referral,Basic,99.0,0.018,97.22,19,0,5,1,2026-05-05
C01194,2025-10-31,India,Mobile,Referral,Basic,99.0,0.035,95.54,23,0,8,0,
C01195,2024-12-29,India,Desktop,Partner,Basic,99.0,0.246,74.65,24,2,10,0,
C01196,2026-01-20,India,Desktop,Paid Search,Standard,179.0,0.199,143.38,17,0,3,0,
C01197,2025-08-03,Kenya,Mobile,Organic,Standard,179.0,0.053,169.51,33,1,10,0,
C01198,2025-05-10,South Africa,Mobile,Organic,Standard,179.0,0.02,175.42,32,1,6,1,2025-11-29
C01199,2025-11-19,Nigeria,Mobile,Paid Search,Standard,179.0,0.147,152.69,26,2,7,1,2027-01-25
C01200,2025-01-27,South Africa,Mobile,Organic,Premium,299.0,0.039,287.34,17,0,6,0,
